id,filtered_words,features,label_index
F062,"[believe, everything, program, foreign, fly., inside, together, race, collection, science, standard, hit., member, spring, include, letter, some., —, shocking, claims, miracle, drug, surface, internet.]","(10000,[454,503,533,564,573,885,1256,1644,2953,2967,3363,5850,6206,6790,7183,7230,7281,7860,7936,8209,8312,8338,9066,9156],[3.5085558999826545,0.691153161953081,4.019381523748645,4.137164559405029,4.019381523748645,5.523458920524919,3.125563647726549,4.270695952029551,4.019381523748645,3.914021008090819,4.42484663185681,0.691153161953081,4.270695952029551,4.42484663185681,4.607168188650764,5.523458920524919,0.6714286566053024,2.849310271098391,0.691153161953081,4.019381523748645,3.914021008090819,0.691153161953081,3.6516567436233283,3.6516567436233283])",0.0
R244,"[culture, man, still, election, actually., mention, certain, pressure, never, actually, move., ok, wide, challenge, between., experts, discuss, ongoing, developments, technology, breakthrough.]","(10000,[132,281,1020,2227,2569,2645,2836,2907,3011,3614,3712,3888,4506,4687,5661,5760,5935,6447,8645,9288,9462],[3.914021008090819,3.7316994512968646,2.60568818844064,2.7200985396183848,3.577548771469606,3.914021008090819,4.270695952029551,4.42484663185681,4.830311739964974,0.6871770135734415,3.914021008090819,4.830311739964974,0.691153161953081,0.691153161953081,3.7316994512968646,5.117993812416755,4.270695952029551,4.607168188650764,4.607168188650764,4.270695952029551,0.691153161953081])",1.0
R107,"[congress, suggest, share., gas, republican, dinner, officer, mission., experts, discuss, ongoing, developments, election.]","(10000,[696,2240,3032,3556,3614,4489,4506,4616,4687,5607,7816,8728,9462],[4.830311739964974,4.019381523748645,4.270695952029551,2.8844015909096608,0.6871770135734415,5.523458920524919,0.691153161953081,4.137164559405029,0.691153161953081,4.019381523748645,4.42484663185681,3.6516567436233283,0.691153161953081])",1.0
F148,"[environment, lawyer, agency, push, maintain., image, attention, name, car, partner, manager., character, finally, player, authority., animal, standard, word, front., —, shocking, claims, aliens, surface, internet.]","(10000,[15,116,503,650,765,1817,2006,2407,2967,3144,3519,3674,4253,4867,5303,5850,5978,6475,6604,7161,7281,7360,7936,8338,9021],[3.6516567436233283,4.830311739964974,0.691153161953081,2.958509563063383,3.577548771469606,4.270695952029551,5.117993812416755,4.019381523748645,3.914021008090819,4.019381523748645,4.42484663185681,4.137164559405029,5.117993812416755,4.607168188650764,4.607168188650764,0.691153161953081,4.270695952029551,5.117993812416755,4.830311739964974,5.117993812416755,0.6714286566053024,4.019381523748645,0.691153161953081,0.691153161953081,4.270695952029551])",0.0
F023,"[certain, need, president, prove, say, class, plant., audience, scientist, family, special, give, foot, hotel., —, shocking, claims, mind, control, surface, internet.]","(10000,[503,1055,1208,1306,1312,3184,3783,4007,5169,5214,5850,5862,6226,6537,7178,7281,7890,7936,8297,8338,9288],[0.691153161953081,4.42484663185681,2.7200985396183848,4.137164559405029,3.7316994512968646,2.849310271098391,4.270695952029551,4.137164559405029,4.830311739964974,3.914021008090819,0.691153161953081,4.137164559405029,4.137164559405029,4.42484663185681,4.607168188650764,0.6714286566053024,4.137164559405029,0.691153161953081,4.137164559405029,0.691153161953081,4.270695952029551])",0.0
R075,"[organization, production, state, staff, star, up., area, guess, including, can., direction, design, account, someone, moment, time, situation., experts, discuss, ongoing, developments, budget, report.]","(10000,[477,796,1247,1364,1808,3401,3614,3671,3922,4506,4687,4991,5170,5432,5649,6224,7334,8157,8353,8554,8660,9187,9462],[4.830311739964974,3.8187108282864943,5.117993812416755,4.270695952029551,4.137164559405029,4.019381523748645,0.6871770135734415,4.607168188650764,4.607168188650764,0.691153161953081,0.691153161953081,2.7200985396183848,4.830311739964974,2.6902455764687034,4.42484663185681,3.7316994512968646,4.607168188650764,3.8187108282864943,4.607168188650764,3.8187108282864943,4.42484663185681,4.42484663185681,0.691153161953081])",1.0
R220,"[bed, along, bag, walk., every, local, skin., experts, discuss, ongoing, developments, public, health.]","(10000,[228,415,1770,2706,2840,3614,4506,4687,6219,8423,9462,9497,9681],[4.830311739964974,4.270695952029551,2.920769235080536,5.523458920524919,4.137164559405029,0.6871770135734415,0.691153161953081,0.691153161953081,3.125563647726549,5.117993812416755,0.691153161953081,4.019381523748645,4.270695952029551])",1.0
R099,"[claim, everything, argue, artist, management, build, decision., today, manager, hold, pattern., experts, discuss, ongoing, developments, economic, growth.]","(10000,[1241,1652,2389,3014,3614,3730,4506,4687,5377,8326,8931,8937,9034,9144,9156,9462,9806],[3.7316994512968646,4.137164559405029,4.270695952029551,4.270695952029551,0.6871770135734415,4.830311739964974,0.691153161953081,0.691153161953081,5.117993812416755,5.117993812416755,4.270695952029551,3.914021008090819,2.7508701982851385,2.579019941358479,3.6516567436233283,0.691153161953081,4.607168188650764])",1.0
F066,"[throughout, group, majority, show, strategy, line, attack, traditional., successful, yes, upon, democrat, consider., appear, scientist, hand, another, foot., —, shocking, claims, flat, earth, surface, internet.]","(10000,[503,1182,2041,2291,2900,2918,3423,4019,5044,5234,5659,5693,5850,5948,6226,6735,6751,7281,7766,7936,8166,8182,8338,9244,9676],[0.691153161953081,4.137164559405029,4.42484663185681,4.137164559405029,5.523458920524919,3.0385522707369192,4.42484663185681,4.830311739964974,4.019381523748645,3.914021008090819,5.117993812416755,4.270695952029551,0.691153161953081,3.914021008090819,4.137164559405029,4.137164559405029,5.523458920524919,0.6714286566053024,3.8187108282864943,0.691153161953081,4.137164559405029,4.830311739964974,0.691153161953081,4.270695952029551,3.0385522707369192])",0.0
F060,"[choose, care, main, prove., crime, easy, themselves., street, education, tell, station, maybe., —, shocking, claims, flat, earth, surface, internet.]","(10000,[503,731,760,1637,1850,2875,2918,3684,5105,5310,5530,5850,5853,7281,7936,8338,8415,9676,9706],[0.691153161953081,4.137164559405029,3.5085558999826545,3.8187108282864943,4.607168188650764,4.830311739964974,3.0385522707369192,4.42484663185681,4.607168188650764,4.270695952029551,4.137164559405029,0.691153161953081,5.523458920524919,0.6714286566053024,0.691153161953081,0.691153161953081,4.019381523748645,3.0385522707369192,4.607168188650764])",0.0
F022,"[claim, full, wide, message, sit, pass, entire., —, shocking, claims, government, cover-up, surface, internet.]","(10000,[503,656,2259,2715,2836,5850,6946,7281,7936,8338,8392,8897,8937,9813],[0.691153161953081,5.523458920524919,2.6902455764687034,4.42484663185681,4.270695952029551,0.691153161953081,3.6516567436233283,0.6714286566053024,0.691153161953081,0.691153161953081,4.137164559405029,4.270695952029551,3.914021008090819,2.997730276216664])",0.0
F127,"[mission, teach, young, avoid., economic, data, test, thank., girl, write, public, increase., —, shocking, claims, mind, control, surface, internet.]","(10000,[503,798,1029,1175,1208,1695,1770,3184,5445,5850,6069,6586,6623,7281,7809,7936,8338,8522,9144],[0.691153161953081,5.117993812416755,4.42484663185681,5.523458920524919,2.7200985396183848,4.607168188650764,2.920769235080536,2.849310271098391,4.137164559405029,0.691153161953081,3.4440173788450834,3.8187108282864943,4.830311739964974,0.6714286566053024,3.914021008090819,0.691153161953081,0.691153161953081,3.914021008090819,2.579019941358479])",0.0
R212,"[degree, good, recently, table., door, available, significant, may, situation, expert., attack, four, realize, article, team., experts, discuss, ongoing, developments, education.]","(10000,[1243,1510,1582,1702,2034,2475,3136,3614,4506,4687,4847,5047,5693,6021,6168,6404,8552,9160,9462,9943],[4.607168188650764,5.117993812416755,3.8187108282864943,3.8187108282864943,4.270695952029551,4.137164559405029,4.42484663185681,0.6871770135734415,0.691153161953081,0.691153161953081,4.019381523748645,2.6902455764687034,4.270695952029551,4.019381523748645,4.607168188650764,3.577548771469606,4.830311739964974,4.270695952029551,0.691153161953081,4.019381523748645])",1.0
F119,"[morning, present, stuff, front, guess, assume, interview., time, happy, follow, government, group, street., per, trial, direction, especially., —, shocking, claims, mind, control, surface, internet.]","(10000,[298,503,504,1208,1770,2259,2664,3160,3184,3410,5138,5347,5850,7281,7722,7766,7936,8130,8157,8338,8554,8660,9367,9372],[4.019381523748645,0.691153161953081,4.270695952029551,2.7200985396183848,2.920769235080536,2.6902455764687034,4.019381523748645,4.137164559405029,2.849310271098391,4.607168188650764,4.42484663185681,4.830311739964974,0.691153161953081,0.6714286566053024,3.8187108282864943,3.8187108282864943,0.691153161953081,4.019381523748645,3.8187108282864943,0.691153161953081,3.8187108282864943,4.42484663185681,4.607168188650764,4.830311739964974])",0.0
F103,"[challenge, personal, computer, two, level, represent, gas, develop., movement, politics, budget, thousand, best, speech, money, money., weight, region, difficult, result, though, back, situation., —, shocking, claims, hoax, surface, internet.]","(10000,[25,399,477,502,503,763,1499,1712,3385,4377,4728,4991,5063,5294,5607,5850,5887,5935,6103,6798,7281,7936,7939,8004,8151,8159,8338,8430,8717],[4.607168188650764,4.137164559405029,4.830311739964974,4.607168188650764,0.691153161953081,4.830311739964974,4.019381523748645,4.607168188650764,4.137164559405029,2.60568818844064,4.270695952029551,2.7200985396183848,5.523458920524919,3.8187108282864943,4.019381523748645,0.691153161953081,4.019381523748645,4.270695952029551,4.830311739964974,3.8187108282864943,0.6714286566053024,0.691153161953081,4.019381523748645,4.270695952029551,4.019381523748645,3.383392757028649,0.691153161953081,4.137164559405029,3.7316994512968646])",0.0
F191,"[among, seem., identify, establish, drive., fall, name, operation, represent, describe., —, shocking, claims, mind, control, surface, internet.]","(10000,[15,503,1208,2923,3184,3729,3967,4502,5850,5922,7281,7309,7362,7936,8338,8717,9391],[3.6516567436233283,0.691153161953081,2.7200985396183848,4.137164559405029,2.849310271098391,4.270695952029551,4.019381523748645,5.117993812416755,0.691153161953081,3.7316994512968646,0.6714286566053024,5.117993812416755,4.270695952029551,0.691153161953081,0.691153161953081,3.7316994512968646,4.42484663185681])",0.0
F002,"[pay, born, change, interesting, various., newspaper, social, goal, firm., —, shocking, claims, mind, control, surface, internet.]","(10000,[387,503,823,1208,2551,3184,3238,3634,4897,5089,5850,6584,7281,7936,8338,9545],[4.830311739964974,0.691153161953081,4.830311739964974,2.7200985396183848,5.523458920524919,2.849310271098391,4.830311739964974,4.019381523748645,4.270695952029551,3.914021008090819,0.691153161953081,4.830311739964974,0.6714286566053024,0.691153161953081,0.691153161953081,4.137164559405029])",0.0
R155,"[sister, law, food, kitchen, artist, participant, opportunity., play, eye, art., foot, star, rather, candidate, writer, walk, maybe., experts, discuss, ongoing, developments, election.]","(10000,[756,1341,2173,2837,2875,3521,3556,3614,3979,4043,4358,4506,4533,4687,5170,5396,6142,6906,7890,8653,8931,9462],[3.7316994512968646,4.42484663185681,4.270695952029551,4.830311739964974,4.830311739964974,4.137164559405029,2.8844015909096608,0.6871770135734415,4.270695952029551,3.7316994512968646,4.42484663185681,0.691153161953081,5.523458920524919,0.691153161953081,4.830311739964974,4.607168188650764,4.42484663185681,4.830311739964974,4.137164559405029,3.7316994512968646,4.270695952029551,0.691153161953081])",1.0
R006,"[partner., experts, discuss, ongoing, developments, technology, breakthrough.]","(10000,[1020,2227,3614,4506,4590,4687,9462],[2.60568818844064,2.7200985396183848,0.6871770135734415,0.691153161953081,4.830311739964974,0.691153161953081,0.691153161953081])",1.0
F086,"[age, answer, also, important., reach, trade, glass, politics, executive, car., —, shocking, claims, government, cover-up, surface, internet.]","(10000,[419,503,2259,3065,3619,3792,5850,5887,6932,7281,7936,8290,8338,8386,8791,9813,9966],[5.523458920524919,0.691153161953081,2.6902455764687034,5.117993812416755,4.607168188650764,4.607168188650764,0.691153161953081,4.019381523748645,3.5085558999826545,0.6714286566053024,0.691153161953081,4.830311739964974,0.691153161953081,4.019381523748645,4.830311739964974,2.997730276216664,4.137164559405029])",0.0
R168,"[believe, must, push, foot, wear, recently., personal, generation, week, six, economic, college, price., experts, discuss, ongoing, developments, election.]","(10000,[26,533,1023,1031,3556,3614,4506,4687,5122,5401,5978,6581,6963,7890,7939,8057,9144,9462],[5.117993812416755,4.019381523748645,4.42484663185681,5.523458920524919,2.8844015909096608,0.6871770135734415,0.691153161953081,0.691153161953081,3.8187108282864943,3.914021008090819,4.270695952029551,4.42484663185681,3.6516567436233283,4.137164559405029,4.019381523748645,4.270695952029551,2.579019941358479,0.691153161953081])",1.0
R077,"[nation, cup, easy, technology, product., guess, base, music, sit, hope, meet., art, agency, media, operation, interview, partner., near., experts, discuss, ongoing, developments, public, health.]","(10000,[760,765,1020,1209,1770,2347,3059,3614,4014,4270,4506,4590,4687,5922,6000,6035,6219,6370,6817,6946,7854,8173,8660,9462],[3.5085558999826545,3.577548771469606,2.60568818844064,4.42484663185681,2.920769235080536,4.830311739964974,4.42484663185681,0.6871770135734415,4.607168188650764,4.42484663185681,0.691153161953081,4.830311739964974,0.691153161953081,3.7316994512968646,4.42484663185681,4.019381523748645,3.125563647726549,4.270695952029551,5.117993812416755,3.6516567436233283,4.270695952029551,3.8187108282864943,4.42484663185681,0.691153161953081])",1.0
F209,"[model, office, though., call, able, serve, plan, others., —, shocking, claims, hoax, surface, internet.]","(10000,[503,1725,3496,4377,4673,5146,5850,6123,7102,7281,7936,8338,8344,9012],[0.691153161953081,4.137164559405029,4.270695952029551,2.60568818844064,4.830311739964974,4.42484663185681,0.691153161953081,4.137164559405029,4.42484663185681,0.6714286566053024,0.691153161953081,0.691153161953081,4.270695952029551,5.117993812416755])",0.0
R236,"[present, happen, follow, control, catch., accept, family, especially, wall, executive, ball., experts, discuss, ongoing, developments, public, health.]","(10000,[1208,1770,2657,3614,4506,4687,4704,5947,6219,6404,6426,8130,8173,8297,9367,9462,9966],[2.7200985396183848,2.920769235080536,3.8187108282864943,0.6871770135734415,0.691153161953081,0.691153161953081,3.914021008090819,5.117993812416755,3.125563647726549,3.577548771469606,5.117993812416755,4.019381523748645,3.8187108282864943,4.137164559405029,4.607168188650764,0.691153161953081,4.137164559405029])",1.0
F186,"[move, movement, young, table, little., better, piece, onto, wide, candidate., television, area, meeting, event., —, shocking, claims, aliens, surface, internet.]","(10000,[20,503,547,650,2543,2836,3133,3931,4319,5279,5294,5649,5850,6282,7281,7709,7809,7936,8338,8713],[3.914021008090819,0.691153161953081,5.523458920524919,2.958509563063383,4.019381523748645,4.270695952029551,4.830311739964974,3.6516567436233283,3.577548771469606,4.607168188650764,3.8187108282864943,4.42484663185681,0.691153161953081,4.607168188650764,0.6714286566053024,5.523458920524919,3.914021008090819,0.691153161953081,0.691153161953081,4.019381523748645])",0.0
R243,"[foreign, system, stage, account, house, ever, night., probably, cold, score, defense, together., spend, positive, reflect., experts, discuss, ongoing, developments, public, health.]","(10000,[1,30,353,1770,1927,2297,3222,3225,3543,3614,3920,3996,4506,4687,5594,5836,6206,6219,8634,9187,9462],[4.830311739964974,3.914021008090819,3.8187108282864943,2.920769235080536,4.137164559405029,4.830311739964974,5.117993812416755,4.830311739964974,3.7316994512968646,0.6871770135734415,4.019381523748645,4.019381523748645,0.691153161953081,0.691153161953081,4.42484663185681,4.270695952029551,4.270695952029551,3.125563647726549,4.270695952029551,4.42484663185681,0.691153161953081])",1.0
F094,"[pick, give, international., —, shocking, claims, immortal, jellyfish, surface, internet.]","(10000,[503,2066,2886,3783,5850,7281,7372,7936,8338,9876],[0.691153161953081,2.7508701982851385,5.117993812416755,4.270695952029551,0.691153161953081,0.6714286566053024,4.42484663185681,0.691153161953081,0.691153161953081,2.7508701982851385])",0.0
R032,"[best, wall, message, international., reach, quite, plan, beat, garden., experts, discuss, ongoing, developments, economic, growth.]","(10000,[763,2569,2715,2886,3614,4506,4687,6056,6123,6404,7432,8386,9034,9144,9462],[4.830311739964974,3.577548771469606,4.42484663185681,5.117993812416755,0.6871770135734415,0.691153161953081,0.691153161953081,4.42484663185681,4.137164559405029,3.577548771469606,5.117993812416755,4.019381523748645,2.7508701982851385,2.579019941358479,0.691153161953081])",1.0
R033,"[recognize, executive, treat, travel, most., experts, discuss, ongoing, developments, education.]","(10000,[1599,3614,4506,4687,5047,8171,8681,8750,9462,9966],[4.830311739964974,0.6871770135734415,0.691153161953081,0.691153161953081,2.6902455764687034,3.8187108282864943,4.830311739964974,4.137164559405029,0.691153161953081,4.137164559405029])",1.0
R045,"[cold, life, edge, what., different, system, garden, us, factor., western, away, key, woman, arrive, cover., experts, discuss, ongoing, developments, technology, breakthrough.]","(10000,[524,1020,2227,3131,3477,3614,3737,3920,3921,3996,4506,4563,4687,5416,5936,6660,6683,7391,8363,8867,9462],[3.8187108282864943,2.60568818844064,2.7200985396183848,4.019381523748645,5.117993812416755,0.6871770135734415,5.117993812416755,4.019381523748645,3.7316994512968646,4.019381523748645,0.691153161953081,5.117993812416755,0.691153161953081,5.523458920524919,4.42484663185681,4.137164559405029,4.42484663185681,4.42484663185681,5.523458920524919,5.117993812416755,0.691153161953081])",1.0
R116,"[treat, bar, blood., experts, discuss, ongoing, developments, education.]","(10000,[3614,4349,4506,4687,5047,7332,8750,9462],[0.6871770135734415,5.523458920524919,0.691153161953081,0.691153161953081,2.6902455764687034,4.607168188650764,4.137164559405029,0.691153161953081])",1.0
F056,"[friend, realize, among., almost, stuff, always, media, security, apply., although, talk, new, soon., —, shocking, claims, celebrity, scandal, surface, internet.]","(10000,[488,503,585,1209,1392,1582,2071,2634,3486,4921,5635,5850,7281,7722,7779,7936,8338,8566,8925,9011],[3.8187108282864943,0.691153161953081,4.42484663185681,4.42484663185681,4.830311739964974,3.8187108282864943,5.523458920524919,3.8187108282864943,2.849310271098391,2.849310271098391,4.607168188650764,0.691153161953081,0.6714286566053024,3.8187108282864943,3.8187108282864943,0.691153161953081,0.691153161953081,4.137164559405029,4.42484663185681,3.914021008090819])",0.0
R043,"[business, listen, professional, understand, compare, get, recognize., tell, realize, wish, politics, recent, particularly, order., poor, teach, perhaps, level, place, development, put., experts, discuss, ongoing, developments, policy.]","(10000,[429,495,1259,1499,1582,1850,2155,2871,3614,4506,4687,5374,5476,5564,5591,5887,6390,6443,6487,6944,7381,8103,8522,9246,9426,9462],[4.607168188650764,4.019381523748645,4.42484663185681,4.019381523748645,3.8187108282864943,4.607168188650764,4.607168188650764,4.270695952029551,0.6871770135734415,0.691153161953081,0.691153161953081,4.019381523748645,5.523458920524919,5.523458920524919,4.607168188650764,4.019381523748645,4.019381523748645,4.019381523748645,3.7316994512968646,2.7508701982851385,4.830311739964974,4.830311739964974,3.914021008090819,4.607168188650764,4.137164559405029,0.691153161953081])",1.0
R145,"[run, assume, take., visit, opportunity, nice, history, necessary, fall., student, land, song, member., experts, discuss, ongoing, developments, economic, growth.]","(10000,[266,698,2403,2664,3370,3488,3536,3614,4357,4506,4687,6543,6976,7148,7350,7979,9034,9144,9462],[3.8187108282864943,4.019381523748645,3.914021008090819,4.019381523748645,4.42484663185681,5.523458920524919,4.270695952029551,0.6871770135734415,4.830311739964974,0.691153161953081,0.691153161953081,3.914021008090819,3.914021008090819,4.607168188650764,4.607168188650764,4.137164559405029,2.7508701982851385,2.579019941358479,0.691153161953081])",1.0
F200,"[husband, near, lawyer, growth, very., white, soldier, former, audience, everything, perform, early., billion, hard, live, deal., —, shocking, claims, secret, cure, surface, internet.]","(10000,[258,320,493,503,1098,1312,3753,3892,4141,4160,5125,5843,5850,5974,6466,6747,7208,7281,7936,8338,9021,9156,9470],[4.270695952029551,4.019381523748645,4.42484663185681,0.691153161953081,4.019381523748645,3.7316994512968646,4.607168188650764,2.5530444549552183,3.7316994512968646,4.607168188650764,3.914021008090819,4.42484663185681,0.691153161953081,3.7316994512968646,5.117993812416755,2.5530444549552183,4.137164559405029,0.6714286566053024,0.691153161953081,0.691153161953081,4.270695952029551,3.6516567436233283,5.523458920524919])",0.0
F034,"[billion, land, scene, chair., may, reduce, father, onto, attention., little, say, letter, five, such., —, shocking, claims, celebrity, scandal, surface, internet.]","(10000,[258,503,564,1584,1590,1800,3486,3629,4319,4921,5844,5850,5862,5974,7148,7281,7936,8159,8203,8338,9160],[4.270695952029551,0.691153161953081,4.137164559405029,5.117993812416755,4.42484663185681,4.137164559405029,2.849310271098391,5.117993812416755,3.577548771469606,2.849310271098391,3.8187108282864943,0.691153161953081,4.137164559405029,3.7316994512968646,4.607168188650764,0.6714286566053024,0.691153161953081,3.383392757028649,4.42484663185681,0.691153161953081,4.270695952029551])",0.0
F149,"[support, daughter, suggest, evening, call, season., politics, thing, cost, hot, much, data., —, shocking, claims, secret, cure, surface, internet.]","(10000,[503,524,3857,3892,4490,5146,5286,5850,5887,6747,6873,7140,7281,7623,7816,7936,8217,8338,9693],[0.691153161953081,3.8187108282864943,4.270695952029551,2.5530444549552183,4.019381523748645,4.42484663185681,3.914021008090819,0.691153161953081,4.019381523748645,2.5530444549552183,5.117993812416755,5.117993812416755,0.6714286566053024,4.607168188650764,4.42484663185681,0.691153161953081,3.7316994512968646,0.691153161953081,4.607168188650764])",0.0
F051,"[husband, wind, several, act, set, speak., war, thousand, thus, describe, cost., —, shocking, claims, secret, cure, surface, internet.]","(10000,[503,2558,3892,5342,5684,5750,5850,6143,6747,6798,6928,7085,7208,7281,7936,8338,8719,9227],[0.691153161953081,4.270695952029551,2.5530444549552183,4.137164559405029,4.137164559405029,5.523458920524919,0.691153161953081,4.830311739964974,2.5530444549552183,3.8187108282864943,4.607168188650764,4.270695952029551,4.137164559405029,0.6714286566053024,0.691153161953081,0.691153161953081,4.42484663185681,4.137164559405029])",0.0
F089,"[expect, garden, resource, recent., difference, within, partner., write, three, majority., response, seat, stage, make, market, than., —, shocking, claims, flat, earth, surface, internet.]","(10000,[30,47,503,1670,1822,2445,2657,2918,3525,3691,3709,4590,5445,5850,5925,5936,7117,7281,7866,7936,8338,9676,9817],[3.914021008090819,4.019381523748645,0.691153161953081,4.270695952029551,4.607168188650764,4.42484663185681,3.8187108282864943,3.0385522707369192,4.270695952029551,4.137164559405029,4.830311739964974,4.830311739964974,4.137164559405029,0.691153161953081,4.270695952029551,4.42484663185681,4.270695952029551,0.6714286566053024,4.137164559405029,0.691153161953081,0.691153161953081,3.0385522707369192,3.914021008090819])",0.0
F135,"[program, work, theory, reduce, central., order, career, sort, low., —, shocking, claims, flat, earth, surface, internet.]","(10000,[503,573,1226,1468,2918,4930,5720,5850,6271,7281,7936,8159,8338,8546,9527,9676],[0.691153161953081,4.019381523748645,4.137164559405029,4.137164559405029,3.0385522707369192,3.7316994512968646,4.137164559405029,0.691153161953081,3.5085558999826545,0.6714286566053024,0.691153161953081,3.383392757028649,0.691153161953081,5.523458920524919,4.137164559405029,3.0385522707369192])",0.0
F088,"[live, pull, institution, direction, west, trial, couple, turn., mother, well, example, artist., window, event, spend, look., —, shocking, claims, government, cover-up, surface, internet.]","(10000,[157,353,354,493,503,2259,2403,3243,3334,3410,5085,5850,6597,7117,7281,7702,7728,7936,8338,8411,8554,9606,9813],[3.7316994512968646,3.8187108282864943,4.137164559405029,4.42484663185681,0.691153161953081,2.6902455764687034,3.914021008090819,4.42484663185681,4.830311739964974,4.607168188650764,4.270695952029551,0.691153161953081,4.42484663185681,4.270695952029551,0.6714286566053024,4.42484663185681,4.270695952029551,0.691153161953081,0.691153161953081,3.914021008090819,3.8187108282864943,4.830311739964974,2.997730276216664])",0.0
R010,"[child, behavior, environment., movement, two., experts, discuss, ongoing, developments, election.]","(10000,[141,735,3556,3614,4506,4687,5089,5294,7244,9462],[4.42484663185681,4.830311739964974,2.8844015909096608,0.6871770135734415,0.691153161953081,0.691153161953081,3.914021008090819,3.8187108282864943,3.8187108282864943,0.691153161953081])",1.0
R211,"[total, citizen, stock., scientist, take, success, fill, huge, large, apply., experts, discuss, ongoing, developments, policy.]","(10000,[8,855,1392,2198,3614,4506,4644,4687,6226,6279,6944,7022,9462,9727,9828],[4.270695952029551,4.137164559405029,4.830311739964974,4.019381523748645,0.6871770135734415,0.691153161953081,5.117993812416755,0.691153161953081,4.137164559405029,5.117993812416755,2.7508701982851385,3.6516567436233283,0.691153161953081,4.607168188650764,4.42484663185681])",1.0
F204,"[american, purpose, mission, scientist, stock, type, material., anyone, close, finish, others., —, shocking, claims, miracle, drug, surface, internet.]","(10000,[503,666,793,1256,3497,3526,4673,5616,5850,6069,6226,6578,7281,7652,7860,7936,8089,8338],[0.691153161953081,4.019381523748645,4.607168188650764,3.125563647726549,3.914021008090819,4.607168188650764,4.830311739964974,5.523458920524919,0.691153161953081,3.4440173788450834,4.137164559405029,5.117993812416755,0.6714286566053024,4.270695952029551,2.849310271098391,0.691153161953081,4.137164559405029,0.691153161953081])",0.0
F168,"[research, anything, cost, appear, despite, pattern, grow, ever., pretty, almost, process, indeed., reason, young, fly, vote., —, shocking, claims, miracle, drug, surface, internet.]","(10000,[503,617,1256,1301,1996,2114,2404,2944,3919,4490,5850,5944,6878,7281,7809,7860,7936,8040,8182,8338,8404,8566,9432],[0.691153161953081,4.607168188650764,3.125563647726549,3.914021008090819,5.117993812416755,4.607168188650764,4.019381523748645,5.117993812416755,4.137164559405029,4.019381523748645,0.691153161953081,4.137164559405029,5.117993812416755,0.6714286566053024,3.914021008090819,2.849310271098391,0.691153161953081,3.7316994512968646,4.830311739964974,0.691153161953081,5.523458920524919,4.137164559405029,3.8187108282864943])",0.0
R011,"[choose, blue, relate, send, price, stop., fish, give, something, brother., experts, discuss, ongoing, developments, public, health.]","(10000,[988,1376,1738,1770,3614,3783,4506,4687,5098,5523,5768,6219,6917,9462,9706,9826],[4.137164559405029,4.42484663185681,4.830311739964974,2.920769235080536,0.6871770135734415,4.270695952029551,0.691153161953081,0.691153161953081,5.117993812416755,4.270695952029551,4.137164559405029,3.125563647726549,5.117993812416755,0.691153161953081,4.607168188650764,4.830311739964974])",1.0
R232,"[ok, truth, reduce, age., find, effect, heart, democratic, network, single., experts, discuss, ongoing, developments, climate, change.]","(10000,[821,2059,2069,2645,3489,3614,4262,4506,4687,5606,6324,7510,8159,9152,9462,9808],[2.849310271098391,2.6902455764687034,4.270695952029551,3.914021008090819,5.117993812416755,0.6871770135734415,5.117993812416755,0.691153161953081,0.691153161953081,4.42484663185681,4.019381523748645,4.137164559405029,3.383392757028649,4.270695952029551,0.691153161953081,4.019381523748645])",1.0
R042,"[account, mind, rest, bed, today., management, fast, front, husband, window., experts, discuss, ongoing, developments, public, health.]","(10000,[504,619,1241,1770,2708,3184,3614,3882,4506,4687,6219,7208,9187,9263,9462,9497],[4.270695952029551,5.117993812416755,3.7316994512968646,2.920769235080536,3.4440173788450834,2.849310271098391,0.6871770135734415,4.830311739964974,0.691153161953081,0.691153161953081,3.125563647726549,4.137164559405029,4.42484663185681,4.270695952029551,0.691153161953081,4.019381523748645])",1.0
F182,"[fact, either., sometimes, push, understand, former, general, cost, purpose., worker, country, above., service, gas, dark, film, stage, that., —, shocking, claims, hoax, surface, internet.]","(10000,[30,503,697,2252,2406,2676,4160,4377,4490,5003,5465,5607,5850,5869,5978,6487,6508,7215,7281,7632,7870,7936,8338,8734],[3.914021008090819,0.691153161953081,4.019381523748645,4.270695952029551,5.523458920524919,4.830311739964974,4.607168188650764,2.60568818844064,4.019381523748645,4.137164559405029,3.7316994512968646,4.019381523748645,0.691153161953081,4.42484663185681,4.270695952029551,3.7316994512968646,5.523458920524919,4.42484663185681,0.6714286566053024,5.117993812416755,4.270695952029551,0.691153161953081,0.691153161953081,5.523458920524919])",0.0
F036,"[anything, company, make, attention., industry, manager, interesting, national, easy, present., sound, price, phone, many, student, price., —, shocking, claims, miracle, drug, surface, internet.]","(10000,[26,503,760,942,1256,1626,1652,1738,2114,3010,3525,3536,3634,3816,5188,5850,6166,7281,7860,7910,7936,8203,8338],[5.117993812416755,0.691153161953081,3.5085558999826545,4.830311739964974,3.125563647726549,4.270695952029551,4.137164559405029,4.830311739964974,4.607168188650764,3.914021008090819,4.270695952029551,4.270695952029551,4.019381523748645,5.117993812416755,4.42484663185681,0.691153161953081,4.42484663185681,0.6714286566053024,2.849310271098391,4.137164559405029,0.691153161953081,4.42484663185681,0.691153161953081])",0.0
